e106,Eröffnung Donnerstag,Stage 11,https://voicerepublic.com/talk/840,2014-05-08 09:30:00 +0200
e1208,Our Puppet Story – Patterns and Learnings,Stage 12,https://voicerepublic.com/talk/845,2014-05-08 10:00:00 +0200
e1408,Open Source Enterprise Resource Planning (OSS-ERP) and SME - An unresolvable task?,Stage D,https://voicerepublic.com/talk/871,2014-05-08 10:00:00 +0200
e1308,Agile Softwareentwicklung von Anfang an - Wie flexibel soll's denn sein?,Stage E,https://voicerepublic.com/talk/860,2014-05-08 10:00:00 +0200
e1210,batou - a multi-(component|environment|platform|.*) deployment tool,Stage 12,https://voicerepublic.com/talk/846,2014-05-08 10:30:00 +0200
e1411,Datacenter Management mit 100% Open Source am Beispiel der Bereitstellung eines SAP-Systems,Stage D,https://voicerepublic.com/talk/872,2014-05-08 10:45:00 +0200
e1511,Car 1 (in preparation),Stage C,https://voicerepublic.com/talk/883,2014-05-08 10:45:00 +0200
e1311,Practical Kanban,Stage E,https://voicerepublic.com/talk/861,2014-05-08 10:45:00 +0200
e1212,"Virtuelle Maschinen mit Packer, Vagrant und Salt bauen",Stage 12,https://voicerepublic.com/talk/847,2014-05-08 11:00:00 +0200
e1514,Car 2 (in preparation),Stage C,https://voicerepublic.com/talk/884,2014-05-08 11:30:00 +0200
e1521,RaspBerry Pi im praktischen Einsatz,Stage C,https://voicerepublic.com/talk/885,2014-05-08 13:15:00 +0200
e1424,JDK 8 & JDK 8 Updates in OpenJDK,Stage D,https://voicerepublic.com/talk/873,2014-05-08 14:00:00 +0200
e1524,Indoor-Navigation unter Android,Stage C,https://voicerepublic.com/talk/886,2014-05-08 14:00:00 +0200
e1224,Puppet Module - Nachhaltigkeit und Qualität,Stage 12,https://voicerepublic.com/talk/848,2014-05-08 14:00:00 +0200
e1324,Bring your Project from a 10 Years to a 3 Months Release Cycle,Stage E,https://voicerepublic.com/talk/862,2014-05-08 14:00:00 +0200
e1427,Powerful Management of the Wildfly Application Server with the CLI,Stage D,https://voicerepublic.com/talk/874,2014-05-08 14:45:00 +0200
e1227,Foreman: Der Vorarbeiter als Puppenspieler,Stage 12,https://voicerepublic.com/talk/849,2014-05-08 14:45:00 +0200
e1327,Wie wir einmal 500 Server mit 150 Personen in 3 Tagen migriert haben und was wir alles gelernt haben,Stage E,https://voicerepublic.com/talk/863,2014-05-08 14:45:00 +0200
e1527,"The API is dead, Long live the protocol",Stage C,https://voicerepublic.com/talk/887,2014-05-08 14:45:00 +0200
e1532,Data Profile Containers in QR Codes,Stage C,https://voicerepublic.com/talk/888,2014-05-08 16:00:00 +0200
e1432,The Open Platform for Choice: Linux on Power Virtualization,Stage D,https://voicerepublic.com/talk/875,2014-05-08 16:00:00 +0200
e1232,Creating a dynamic software deployment solution using free/libre software,Stage 12,https://voicerepublic.com/talk/850,2014-05-08 16:00:00 +0200
e1332,Let an on-site UX consultant break down the walls between design and engineering,Stage E,https://voicerepublic.com/talk/864,2014-05-08 16:00:00 +0200
e1234,Konfigurationsmanagement und Deployment mit Ansible,Stage 12,https://voicerepublic.com/talk/851,2014-05-08 16:30:00 +0200
e1434,"Der intelligente Warenkorb. AGPL lizenzierter Enabler, entwickelt durch die Deutsche Telekom",Stage D,https://voicerepublic.com/talk/876,2014-05-08 16:30:00 +0200
e1335,Getting to the core: three lessons from our Agile journey,Stage E,https://voicerepublic.com/talk/865,2014-05-08 16:45:00 +0200
e1535,Memory Tuning Android for Low-RAM devices,Stage C,https://voicerepublic.com/talk/889,2014-05-08 16:45:00 +0200
e1236,Open Source client management for Windows and Linux with opsi,Stage 12,https://voicerepublic.com/talk/852,2014-05-08 17:00:00 +0200
e1436,Datenintegration im Service – Mit OTRS die passenden Daten für den Service-Prozess liefern!,Stage D,https://voicerepublic.com/talk/877,2014-05-08 17:00:00 +0200
e1338,My Personal Tech-Writing Agile Manifesto,Stage E,https://voicerepublic.com/talk/866,2014-05-08 17:30:00 +0200
e1238,Cdist: Next generation configuration management,Stage 12,https://voicerepublic.com/talk/853,2014-05-08 17:30:00 +0200
e1438,Migrating to LibreOffice: a Reference Protocol,Stage D,https://voicerepublic.com/talk/878,2014-05-08 17:30:00 +0200
e1142,Systemsicherheit,Stage 11,https://voicerepublic.com/talk/841,2014-05-08 18:30:00 +0200
e1642,Kolab.org - Secure Private Cloud in a post-Snowden World,Stage B,https://voicerepublic.com/talk/895,2014-05-08 18:30:00 +0200
e1342,Pipelight: Windows Plugins in Linux Browsers,Stage E,https://voicerepublic.com/talk/867,2014-05-08 18:30:00 +0200
e1442,iPXE - The Versatile Network Boot Loader,Stage D,https://voicerepublic.com/talk/879,2014-05-08 18:30:00 +0200
e1242,No paper,Stage 12,https://voicerepublic.com/talk/854,2014-05-08 18:30:00 +0200
e1542,Heartbleed und die Theorie des reziproken Altruismus: Verleihung des Absolventenpreises,Stage C,https://voicerepublic.com/talk/890,2014-05-08 18:30:00 +0200
e1244,Hybrid web development: combining AngularJS with server frameworks,Stage 12,https://voicerepublic.com/talk/855,2014-05-08 19:00:00 +0200
e1444,"Was muss ich tun, damit Embedded-Linux in einer Sekunde bootet?",Stage D,https://voicerepublic.com/talk/880,2014-05-08 19:00:00 +0200
e1545,No paper,Stage C,https://voicerepublic.com/talk/891,2014-05-08 19:15:00 +0200
e1645,"Quo vadis, Samba? - The road to Hyper-V...",Stage B,https://voicerepublic.com/talk/896,2014-05-08 19:15:00 +0200
e1345,Marble - mehr als ein virtueller Globus,Stage E,https://voicerepublic.com/talk/868,2014-05-08 19:15:00 +0200
e1246,WebODF – publish and edit OpenDocument files in your web site or web app,Stage 12,https://voicerepublic.com/talk/856,2014-05-08 19:30:00 +0200
e1446,Netboot als Alternative zur Desktop-Virtualisierung,Stage D,https://voicerepublic.com/talk/881,2014-05-08 19:30:00 +0200
e1649,PostfixAdmin 3.0 - Mailserver verwalten leicht gemacht,Stage B,https://voicerepublic.com/talk/897,2014-05-08 20:15:00 +0200
e1550,OSLiC & OSCAd 2.0: Free license advice,Stage C,https://voicerepublic.com/talk/892,2014-05-08 20:30:00 +0200
e1150,Vom Aussterben bedroht: die Universalmaschine Computer,Stage 11,https://voicerepublic.com/talk/842,2014-05-08 20:30:00 +0200
e1350,Linux Desktops - Dead or Alive?,Stage E,https://voicerepublic.com/talk/869,2014-05-08 20:30:00 +0200
e1250,When dynamic becomes static: The next step in web caching techniques,Stage 12,https://voicerepublic.com/talk/857,2014-05-08 20:30:00 +0200
e1651,Roll your own video conferences with WebRTC and the Jitsi VideoBridge,Stage B,https://voicerepublic.com/talk/898,2014-05-08 20:45:00 +0200
e1552,The Need for Integrated Open-Source-Systems and How To Get There (Call for Participation),Stage C,https://voicerepublic.com/talk/893,2014-05-08 21:00:00 +0200
e1152,Reducing iptables configuration complexity using chains,Stage 11,https://voicerepublic.com/talk/843,2014-05-08 21:00:00 +0200
e1252,EPFL: Building web tools fast,Stage 12,https://voicerepublic.com/talk/858,2014-05-08 21:00:00 +0200
e1353,What's cooking in GNOME - 3.12 under the hood,Stage E,https://voicerepublic.com/talk/870,2014-05-08 21:15:00 +0200
e1454,UEFI is not your enemy,Stage D,https://voicerepublic.com/talk/882,2014-05-08 21:30:00 +0200
e1254,Emscripten: Porting Native C/C++ Code to Javascript,Stage 12,https://voicerepublic.com/talk/859,2014-05-08 21:30:00 +0200
e1554,How open development data benefits your project and your community,Stage C,https://voicerepublic.com/talk/894,2014-05-08 21:30:00 +0200
e1154,"Ubuntu Privacy Remix: Radikaler Ansatz gegen Bespitzelung durch NSA, Verfassungsschutz & Co.",Stage 11,https://voicerepublic.com/talk/844,2014-05-08 21:30:00 +0200
e1654,Neues von Dovecot: IMAP-Server aller Größenordungen,Stage B,https://voicerepublic.com/talk/899,2014-05-08 21:30:00 +0200
e206,Eröffnung Freitag,Stage 11,https://voicerepublic.com/talk/900,2014-05-09 09:30:00 +0200
e2208,Build Your Own SNMP Agent,Stage 12,https://voicerepublic.com/talk/903,2014-05-09 10:00:00 +0200
e2408,An Introduction to OpenStack,Stage D,https://voicerepublic.com/talk/925,2014-05-09 10:00:00 +0200
e2308,MARS Light: Replicating Block Devices over Long Distances,Stage E,https://voicerepublic.com/talk/912,2014-05-09 10:00:00 +0200
e2210,Sicheres Anwendungs-Monitoring mit SNMP,Stage 12,https://voicerepublic.com/talk/904,2014-05-09 10:30:00 +0200
e2311,Thin Provisioning and Caching on SSDs using LVM and Device-mapper,Stage E,https://voicerepublic.com/talk/913,2014-05-09 10:45:00 +0200
e2411,Highly Available OpenStack done right,Stage D,https://voicerepublic.com/talk/926,2014-05-09 10:45:00 +0200
e2511,I hate your game,Stage C,https://voicerepublic.com/talk/939,2014-05-09 10:45:00 +0200
e2212,RSYSLOG v8 improvements and how to write plugins in any language,Stage 12,https://voicerepublic.com/talk/905,2014-05-09 11:00:00 +0200
e2514,LugA - Spielekonsole auf Android-Basis,Stage C,https://voicerepublic.com/talk/940,2014-05-09 11:30:00 +0200
e2424,How Linux kernel enables overlay networks for virtualized environments,Stage D,https://voicerepublic.com/talk/927,2014-05-09 14:00:00 +0200
e2324,What's up in Kernel land,Stage E,https://voicerepublic.com/talk/914,2014-05-09 14:00:00 +0200
e2524,"GPGPU, the man behind the augmented reality curtain",Stage C,https://voicerepublic.com/talk/941,2014-05-09 14:00:00 +0200
e2224,Log Analysis with Graylog2,Stage 12,https://voicerepublic.com/talk/906,2014-05-09 14:00:00 +0200
e2426,Software-Defined Networking for OpenStack using Open Source Plugins and VMware NSX,Stage D,https://voicerepublic.com/talk/928,2014-05-09 14:30:00 +0200
e2327,The anatomy of kdbus,Stage E,https://voicerepublic.com/talk/915,2014-05-09 14:45:00 +0200
e2227,Log- und Eventmanagement mit Logstash und Graphite,Stage 12,https://voicerepublic.com/talk/907,2014-05-09 14:45:00 +0200
e2527,Comparing Cross-platform Game SDKs,Stage C,https://voicerepublic.com/talk/942,2014-05-09 14:45:00 +0200
e2428,Expanding the universe without a Big Bang,Stage D,https://voicerepublic.com/talk/929,2014-05-09 15:00:00 +0200
e2332,State of the Intel Kernel Graphics Driver,Stage E,https://voicerepublic.com/talk/916,2014-05-09 16:00:00 +0200
e2232,"Icinga 1, Icinga 2 - Open Source Monitoring auf 2 Schienen",Stage 12,https://voicerepublic.com/talk/908,2014-05-09 16:00:00 +0200
e2432,Bare Metal provisioning in OpenStack,Stage D,https://voicerepublic.com/talk/930,2014-05-09 16:00:00 +0200
e2532,Is Wine Still Relevant? - A Status Update on Wine,Stage C,https://voicerepublic.com/talk/943,2014-05-09 16:00:00 +0200
e2234,Network security monitoring with Icinga,Stage 12,https://voicerepublic.com/talk/909,2014-05-09 16:30:00 +0200
e2434,HyperV in OpenStack,Stage D,https://voicerepublic.com/talk/931,2014-05-09 16:30:00 +0200
e2335,Update on Nouveau,Stage E,https://voicerepublic.com/talk/917,2014-05-09 16:45:00 +0200
e2535,From Sensor Data To Android And Back,Stage C,https://voicerepublic.com/talk/944,2014-05-09 16:45:00 +0200
e2236,Finding method in the madness: the challenges of the automatic classification of log messages,Stage 12,https://voicerepublic.com/talk/910,2014-05-09 17:00:00 +0200
e2436,Docker: Not even a Hypervisor  (Containers for OpenStack),Stage D,https://voicerepublic.com/talk/932,2014-05-09 17:00:00 +0200
e2538,Hotspot,Stage C,https://voicerepublic.com/talk/945,2014-05-09 17:30:00 +0200
e2438,Clustered Storage for Cloud Computing,Stage D,https://voicerepublic.com/talk/933,2014-05-09 17:30:00 +0200
e2238,Data visualization as a means to explore and detect known and unknown security issues in log files,Stage 12,https://voicerepublic.com/talk/911,2014-05-09 17:30:00 +0200
e2338,Kernel Kwestioning,Stage E,https://voicerepublic.com/talk/918,2014-05-09 17:30:00 +0200
e2342,"Meine SPS kann Linux, und nun? - Ein Linux-basierter Software-Stack für industrielle Eingebettete Systeme",Stage E,https://voicerepublic.com/talk/919,2014-05-09 18:30:00 +0200
e2642,Lightning Talks,Stage B,https://voicerepublic.com/talk/946,2014-05-09 18:30:00 +0200
e2442,"OpenNebula, the foreman and CentOS play nice, too",Stage D,https://voicerepublic.com/talk/934,2014-05-09 18:30:00 +0200
e2142,Das Vorstellungsgespräch aus Sicht des Personalers,Stage 11,https://voicerepublic.com/talk/901,2014-05-09 18:30:00 +0200
e2344,ARM yourself (with OCaml),Stage E,https://voicerepublic.com/talk/920,2014-05-09 19:00:00 +0200
e2145,Stellenanzeigen enträtselt,Stage 11,https://voicerepublic.com/talk/902,2014-05-09 19:15:00 +0200
e2645,BERNIE (Basic Educational Resources Needed for Innovative Education),Stage B,https://voicerepublic.com/talk/947,2014-05-09 19:15:00 +0200
e2445,Building your own Cloud infrastructure,Stage D,https://voicerepublic.com/talk/935,2014-05-09 19:15:00 +0200
e2346,OpenMandriva on ARM as a part of Automated Build Farm Cluster,Stage E,https://voicerepublic.com/talk/921,2014-05-09 19:30:00 +0200
e2650,Clonezilla Workshop,Stage B,https://voicerepublic.com/talk/948,2014-05-09 20:30:00 +0200
e2450,NSA? No thanks. Build your own Cloud with OpenStack and Cloud Foundry.,Stage D,https://voicerepublic.com/talk/936,2014-05-09 20:30:00 +0200
e2350,ELBE - Embedded Linux Build Environmet,Stage E,https://voicerepublic.com/talk/922,2014-05-09 20:30:00 +0200
e2352,EFL: A graphical toolkit for the Internet of things,Stage E,https://voicerepublic.com/talk/923,2014-05-09 21:00:00 +0200
e2452,Ganeti - Private Cloud as Google does it,Stage D,https://voicerepublic.com/talk/937,2014-05-09 21:00:00 +0200
e2653,Relax-and-Recover Workshop,Stage B,https://voicerepublic.com/talk/949,2014-05-09 21:15:00 +0200
e2454,Prime Time for Linux Containers,Stage D,https://voicerepublic.com/talk/938,2014-05-09 21:30:00 +0200
e2354,Avoiding mistakes in embedded Linux development,Stage E,https://voicerepublic.com/talk/924,2014-05-09 21:30:00 +0200
e306,Eröffnung Samstag,Stage 11,https://voicerepublic.com/talk/950,2014-05-10 09:30:00 +0200
e3408,"Amazon Linux, Operating System of the cloud",Stage D,https://voicerepublic.com/talk/968,2014-05-10 10:00:00 +0200
e3308,Eigene Suchmaschine betreiben mit der Open Source Suchmaschinensoftware Apache Lucene/Solr,Stage E,https://voicerepublic.com/talk/960,2014-05-10 10:00:00 +0200
e3508,Der Mensch im Mittelpunkt: Mit User Centered Design Mobile UX entwickeln,Stage C,https://voicerepublic.com/talk/974,2014-05-10 10:00:00 +0200
e3108,E-Mail Made in Germany – was steckt da steckt da was dahinter?,Stage 11,https://voicerepublic.com/talk/951,2014-05-10 10:00:00 +0200
e3411,"New Views on your Source Code History with \""git replace\""",Stage D,https://voicerepublic.com/talk/969,2014-05-10 10:45:00 +0200
e3111,"DANEn lügen nicht - E-Mail Transportverschlüsselung \""reloaded\""",Stage 11,https://voicerepublic.com/talk/952,2014-05-10 10:45:00 +0200
e3511,Firefox OS - was ist das?,Stage C,https://voicerepublic.com/talk/975,2014-05-10 10:45:00 +0200
e3124,A USB key to secure your digital life - Crypto Stick,Stage 11,https://voicerepublic.com/talk/953,2014-05-10 14:00:00 +0200
e3324,MySQL high-availability with Galera Cluster,Stage E,https://voicerepublic.com/talk/961,2014-05-10 14:00:00 +0200
e3524,Pimp the IoT and Join the RIOT,Stage C,https://voicerepublic.com/talk/976,2014-05-10 14:00:00 +0200
e3126,OSIAM - Sichere Identitätsverwaltung auf Basis von SCIMv2 und OAuth2,Stage 11,https://voicerepublic.com/talk/954,2014-05-10 14:30:00 +0200
e3326,PostgreSQL - Community trifft auf Business,Stage E,https://voicerepublic.com/talk/962,2014-05-10 14:30:00 +0200
e3527,UDOO: The Ultimate maker's Tool - A physical computing perspective,Stage C,https://voicerepublic.com/talk/977,2014-05-10 14:45:00 +0200
e3328,REDS: Giving the control over your data back to you!,Stage E,https://voicerepublic.com/talk/963,2014-05-10 15:00:00 +0200
e3428,Pluggable real-time resource monitoring and correlation using Dstat,Stage D,https://voicerepublic.com/talk/970,2014-05-10 15:00:00 +0200
e3128,"Two factor authentication: Open, trustworthy and enterprise ready",Stage 11,https://voicerepublic.com/talk/955,2014-05-10 15:00:00 +0200
e3532,No paper,Stage C,https://voicerepublic.com/talk/978,2014-05-10 16:00:00 +0200
e3432,Mehr als E-Mails: Smartphones und Tablets als Schweizer Taschenmesser für Admins,Stage D,https://voicerepublic.com/talk/971,2014-05-10 16:00:00 +0200
e3132,Automatische Rotation von DKIM-Schlüsseln,Stage 11,https://voicerepublic.com/talk/956,2014-05-10 16:00:00 +0200
e3332,MongoDB and Neo4J from an Operations Point of view,Stage E,https://voicerepublic.com/talk/964,2014-05-10 16:00:00 +0200
e3134,Easy-to-use secure accessible email encryption for everyone: kinko,Stage 11,https://voicerepublic.com/talk/957,2014-05-10 16:30:00 +0200
e3334,"Die neue Realität: Erweiterung des Data Warehouse um Hadoop, NoSQL & Co",Stage E,https://voicerepublic.com/talk/965,2014-05-10 16:30:00 +0200
e3535,Protecting Open Source through patent pooling and defensive publications,Stage C,https://voicerepublic.com/talk/979,2014-05-10 16:45:00 +0200
e3436,Hochauflösende Netzwerküberwachung mit Pings,Stage D,https://voicerepublic.com/talk/972,2014-05-10 17:00:00 +0200
e3336,Using XtreemFS for Data Analysis with Hadoop,Stage E,https://voicerepublic.com/talk/966,2014-05-10 17:00:00 +0200
e3136,"Lass mich, ich kann das selbst! – Selbstverteidigung von Privatsphähre und Datenschutz",Stage 11,https://voicerepublic.com/talk/958,2014-05-10 17:00:00 +0200
e3538,Dummy LT/dc shared,Stage C,https://voicerepublic.com/talk/980,2014-05-10 17:30:00 +0200
e3338,Eine für Cloud Computing optimierte Software-defined Storage Plattform (SDS),Stage E,https://voicerepublic.com/talk/967,2014-05-10 17:30:00 +0200
e3438,No paper,Stage D,https://voicerepublic.com/talk/973,2014-05-10 17:30:00 +0200
e3138,Strategien der Krypto-Qualifizierung,Stage 11,https://voicerepublic.com/talk/959,2014-05-10 17:30:00 +0200